Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,NFE Snapshot Tick,NFE Snapshot Size (bits),NFE RTT,NFE Jitter,Multiplay FPS,Multiplay BitRate In,Multiplay BitRate Out,Multiplay RTT (ms),Multiplay PacketLoss,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
1,0,1609768960,1488609280,2696120778,3819,0,0,0,0,0,0,0,0,,,,
2373,12333800,1609838592,1488609280,2729189980,0,0,0,0,0,0,0,0,0,0,19,0,1
2374,2599600,1609838592,1488609280,2729189980,0,0,0,0,0,0,0,0,0,0,19,0,1
2375,17632500,1610002432,1488609280,2729189980,505,0,0,0,0,0,0,0,0,0,29,0,1
2376,18317700,1611108352,1488609280,2762744412,506,150,0,0,0,0,0,0,0,0,39,0,10
2377,9194500,1611714560,1488609280,2762744412,507,150,0,0,0,0,0,0,0,0,49,0,10
2378,4366500,1611714560,1488609280,2762744412,507,150,0,0,0,0,0,0,0,0,49,0,10
2379,9029000,1612636160,1488609280,2779521628,508,449,0,0,0,0,0,0,0,0,59,0,10
2380,2545100,1612636160,1488609280,2779521628,508,449,0,0,0,0,0,0,0,0,59,0,10
2381,2440500,1612636160,1488609280,2779521628,508,449,0,0,0,0,0,0,0,0,59,0,10
2382,5795200,1612636160,1488609280,2779521844,508,449,0,0,0,0,0,0,0,0,59,0,10
2383,4942400,1613414400,1488609280,2779521844,509,377,0,0,0,0,0,0,0,0,69,0,10
2384,2777300,1613647872,1488609280,2796299060,509,377,0,0,0,0,0,0,0,0,69,0,10
2385,2612000,1614147584,1488609280,2813076276,509,377,0,0,0,0,0,0,0,0,69,0,10
2386,2121600,1614147584,1488609280,2813076276,509,377,0,0,0,0,0,0,0,0,69,0,10
2387,4659400,1615626240,1488609280,2846630708,510,234747,0,0,0,0,0,0,0,0,76,0,10
2388,3423800,1615749120,1488609280,2863407924,510,234747,0,0,0,0,0,0,0,0,76,0,10
2389,2388800,1615953920,1488609280,2863407924,510,234747,0,0,0,0,0,0,0,0,76,0,10
2390,2367600,1615953920,1488609280,2863407924,510,234747,0,0,0,0,0,0,0,0,76,0,10
2391,2574000,1615953920,1488609280,2863407924,510,234747,0,0,0,0,0,0,0,0,76,0,10
2392,4459200,1616314368,1488609280,2880185140,511,559820,0,0,0,0,0,0,0,0,76,0,10
2393,2013000,1616637952,1488609280,2896962356,511,559820,0,0,0,0,0,0,0,0,76,0,10
2394,2182800,1617207296,1488609280,2913739572,511,559820,0,0,0,0,0,0,0,0,76,0,10
2395,2447400,1617317888,1488609280,2930516788,511,559820,0,0,0,0,0,0,0,0,76,0,10
2396,2780800,1617317888,1488609280,2930516788,511,559820,0,0,0,0,0,0,0,0,76,0,10
2397,2247500,1617317888,1488609280,2930516788,511,559820,0,0,0,0,0,0,0,0,76,0,10
2398,13515700,1617637376,1488609280,2947294004,512,264030,0,0,0,0,0,0,0,0,76,0,10
2399,3642800,1617637376,1488609280,2947294004,512,264030,0,0,0,0,0,0,0,0,76,0,10
2400,9363400,1618690048,1488609280,2997625652,513,782102,0,0,0,0,0,0,0,0,76,0,10
2401,4345300,1618690048,1488609280,2997625652,513,782102,0,0,0,0,0,0,0,0,76,0,10
2402,3621200,1618690048,1488609280,2997625652,513,782102,0,0,0,0,0,0,0,0,76,0,10
2403,5593300,1618690048,1488609280,2997625652,514,782273,0,0,0,0,0,0,0,0,76,0,10
2404,4413800,1619738624,1488609280,3047957300,514,782273,0,0,0,0,0,0,0,0,76,0,10
2405,5239700,1619738624,1488609280,3047957300,514,782273,0,0,0,0,0,0,0,0,76,0,10
2406,11450800,1621848064,1488609280,3165397812,515,782274,0,0,0,0,0,0,0,0,76,0,10
2407,4963500,1621848064,1488609280,3165397812,515,782274,0,0,0,0,0,0,0,0,76,0,10
2408,6593700,1621856256,1488609280,3165397596,516,782030,0,0,0,0,0,0,0,0,76,0,10
2409,3584100,1621860352,1488609280,3165397596,516,782030,0,0,0,0,0,0,0,0,76,0,10
