Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,NFE Snapshot Tick,NFE Snapshot Size (bits),NFE RTT,NFE Jitter,Multiplay FPS,Multiplay BitRate In,Multiplay BitRate Out,Multiplay RTT (ms),Multiplay PacketLoss,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
1,4633300,1369513984,1488609280,2677705162,0,0,0,0,0,0,0,0,0,,,,
1668,10017700,1411010560,1488609280,2710708828,0,0,0,0,0,0,0,0,0,0,19,0,1
1669,2893600,1411010560,1488609280,2710708828,0,0,0,0,0,0,0,0,0,0,19,0,1
1670,2364200,1411010560,1488609280,2710708828,0,0,0,0,0,0,0,0,0,0,19,0,1
1671,5752800,1411469312,1488609280,2710708828,0,0,0,0,0,0,0,0,0,0,29,0,1
1672,2510700,1411665920,1488609280,2710708828,0,0,0,0,0,0,0,0,0,0,29,0,1
1673,2730400,1411670016,1488609280,2710708828,0,0,0,0,0,0,0,0,0,0,29,0,1
1674,2417400,1411670016,1488609280,2710708828,0,0,0,0,0,0,0,0,0,0,29,0,1
1675,5395100,1411670016,1488609280,2710709044,0,0,0,0,0,0,0,0,0,0,29,0,1
1676,4995500,1411907584,1488609280,2710709044,353,0,0,0,0,0,0,0,0,0,39,0,1
1677,2933300,1411907584,1488609280,2710709044,353,0,0,0,0,0,0,0,0,0,39,0,1
1678,2998900,1411907584,1488609280,2710709044,353,0,0,0,0,0,0,0,0,0,39,0,1
1679,5264300,1411907584,1488609280,2710709044,353,0,0,0,0,0,0,0,0,0,39,0,1
1680,9271500,1412378624,1488609280,2710709044,354,479,0,0,0,0,0,0,0,0,49,0,1
1681,3561400,1412415488,1488609280,2710709044,354,479,0,0,0,0,0,0,0,0,49,0,1
1682,2372500,1412415488,1488609280,2710709044,354,479,0,0,0,0,0,0,0,0,49,0,1
1683,5153800,1412706304,1488609280,2710709044,355,33,0,0,0,0,0,0,0,0,59,0,1
1684,2599300,1412808704,1488609280,2710709044,355,33,0,0,0,0,0,0,0,0,59,0,1
1685,2261500,1412808704,1488609280,2710709044,355,33,0,0,0,0,0,0,0,0,59,0,1
1686,3216900,1412857856,1488609280,2710709044,355,33,0,0,0,0,0,0,0,0,59,0,1
1687,2604900,1412857856,1488609280,2710709044,355,33,0,0,0,0,0,0,0,0,59,0,1
1688,5055800,1413160960,1488609280,2710709044,356,78361,0,0,0,0,0,0,0,0,69,0,1
1689,2755700,1413210112,1488609280,2710709044,356,78361,0,0,0,0,0,0,0,0,69,0,1
1690,2698100,1413210112,1488609280,2710709044,356,78361,0,0,0,0,0,0,0,0,69,0,1
1691,4251300,1413210112,1488609280,2710709044,356,78361,0,0,0,0,0,0,0,0,69,0,1
1692,3866400,1413259264,1488609280,2710709044,356,78361,0,0,0,0,0,0,0,0,69,0,1
1693,9610700,1413533696,1488609280,2710709044,357,78390,0,0,0,0,0,0,0,0,76,0,1
1694,5701900,1413537792,1488609280,2710708828,357,78390,0,0,0,0,0,0,0,0,76,0,1
1695,8334000,1413672960,1488609280,2710708828,358,78412,0,0,0,0,0,0,0,0,76,0,1
1696,4820000,1413672960,1488609280,2710708828,358,78412,0,0,0,0,0,0,0,0,76,0,1
1697,4688600,1413672960,1488609280,2710708828,358,78412,0,0,0,0,0,0,0,0,76,0,1
1698,7242900,1413713920,1488609280,2710708828,359,91,0,0,0,0,0,0,0,0,76,0,1
