Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,NFE Snapshot Tick,NFE Snapshot Size (bits),NFE RTT,NFE Jitter,Multiplay FPS,Multiplay BitRate In,Multiplay BitRate Out,Multiplay RTT (ms),Multiplay PacketLoss,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
2097,7135500,1659846656,1488609280,4289471068,540,156871,0,0,0,0,0,0,0,0,76,0,5
2098,4481300,1659011072,1488609280,4306248284,540,156871,0,0,0,0,0,0,0,0,76,0,5
2099,2812500,1659011072,1488609280,4306248284,540,156871,0,0,0,0,0,0,0,0,76,0,5
2100,2837900,1659011072,1488609280,4306248284,540,156871,0,0,0,0,0,0,0,0,76,0,5
2101,4812500,1654607872,1488609280,4323025500,541,236207,0,0,0,0,0,0,0,0,82,0,5
2102,2632900,1653776384,1488609280,4339802716,541,236207,0,0,0,0,0,0,0,0,82,0,5
2103,4129000,1653776384,1488609280,4339802716,541,236207,0,0,0,0,0,0,0,0,82,0,5
2104,5513900,1653776384,1488609280,4339802716,541,236207,0,0,0,0,0,0,0,0,82,0,5
2105,11343300,1651658752,1488609280,4390134364,542,235940,0,0,0,0,0,0,0,0,82,0,5
2106,4989500,1651658752,1488609280,4390134364,542,235940,0,0,0,0,0,0,0,0,82,0,5
2107,9166000,1649356800,1488609280,4423688796,543,157155,0,0,0,0,0,0,0,0,82,0,5
2108,5952800,1649356800,1488609280,4423688796,543,157155,0,0,0,0,0,0,0,0,82,0,5
2109,10992100,1646841856,1488609280,4457243228,544,391666,0,0,0,0,0,0,0,0,82,0,5
2110,5462700,1646841856,1488609280,4457243228,544,391666,0,0,0,0,0,0,0,0,82,0,5
2111,10396800,1645731840,1488609280,4474020444,545,313313,0,0,0,0,0,0,0,0,82,0,5
2112,4413400,1645162496,1488609280,4474020444,545,313313,0,0,0,0,0,0,0,0,82,0,5
2113,3268700,1645162496,1488609280,4474020444,545,313313,0,0,0,0,0,0,0,0,82,0,5
2114,6759600,1644331008,1488609280,4490797660,546,313405,0,0,0,0,0,0,0,0,82,0,5
2115,5982600,1644376064,1488609280,4490797660,546,313405,0,0,0,0,0,0,0,0,82,0,5
2116,23125600,1644609536,1488609280,4507574876,547,317533,0,0,0,0,0,0,0,0,82,0,5
2117,26386100,1644929024,1488609280,4524352092,548,391667,0,0,0,0,0,0,0,0,82,0,5
2118,6849100,1645248512,1488609280,4541129308,549,235863,0,0,0,0,0,0,0,0,82,0,5
2119,6978300,1645854720,1488609280,4574683740,550,235838,0,0,0,0,0,0,0,0,82,0,5
