Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
273;2351100;575451136;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
274;2188700;575459328;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
275;2470600;575459328;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
276;2260300;575467520;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
277;2583600;575471616;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
278;1806600;575504384;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
279;4072700;575512576;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
280;1838000;575512576;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
281;3136200;575520768;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
282;2230000;575520768;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
283;3049200;575528960;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
284;1709000;575557632;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
285;4892700;575569920;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
286;1788700;575574016;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
287;3341200;575578112;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
288;1997100;575582208;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
289;2931000;575586304;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
290;1885300;575619072;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
291;4319000;575627264;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
292;1862300;575635456;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
293;3485900;575643648;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
294;1868900;575647744;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
295;2913300;575651840;9723904;497600781;0;0;0;0;0;0;0;0;0;0;9;0;0;
